batter_id,batter_trackman_id,count,total,confidence
23068,65044,37,311,0.1189710610932476
23995,50096,36,339,0.10619469026548672
22901,65522,36,184,0.1956521739130435
24295,52733,35,190,0.18421052631578946
23817,93595155,34,215,0.15813953488372093
23663,62668,34,276,0.12318840579710146
24472,54512,34,385,0.08831168831168831
24620,54123,33,282,0.11702127659574468
24004,50015,33,204,0.16176470588235295
24457,53611,32,200,0.16
24416,53460,32,160,0.2
24266,52667,31,787,0.03939008894536213
24195,52980,31,161,0.19254658385093168
24368,53715,31,171,0.18128654970760233
22611,62921,31,80,0.3875
24419,53421,30,333,0.09009009009009009
24588,54510,30,286,0.1048951048951049
23810,41745151,30,314,0.09554140127388536
24476,54509,30,211,0.14218009478672985
24124,69737,29,1189,0.024390243902439025
22857,66392,29,231,0.12554112554112554
22921,66598,29,87,0.3333333333333333
24186,52398,29,244,0.11885245901639344
23008,66410,28,138,0.2028985507246377
24584,54595,27,304,0.08881578947368421
23387,65096,27,204,0.1323529411764706
24290,52634,27,386,0.06994818652849741
24396,53618,26,526,0.049429657794676805
24562,54644,26,327,0.07951070336391437
24397,53619,26,222,0.11711711711711711
24521,54909,25,211,0.11848341232227488
24613,54009,25,251,0.099601593625498
24470,54567,25,185,0.13513513513513514
23805,93195138,24,310,0.07741935483870968
24080,51904,23,172,0.13372093023255813
24558,54708,23,139,0.16546762589928057
24601,54613,23,160,0.14375
23666,64602,23,201,0.11442786069651742
24204,52909,23,153,0.1503267973856209
23252,67209,22,158,0.13924050632911392
23791,69055,22,311,0.0707395498392283
23228,67168,22,186,0.11827956989247312
24190,52304,22,441,0.049886621315192746
23799,31935157,21,398,0.052763819095477386
22425,62559,20,87,0.22988505747126436
24458,53610,20,105,0.19047619047619047
23309,67611,20,120,0.16666666666666666
24233,52207,20,92,0.21739130434782608
23661,69633,19,220,0.08636363636363636
23803,71975157,19,214,0.08878504672897196
24407,53307,19,141,0.1347517730496454
24325,53990,19,140,0.1357142857142857
24475,54507,18,242,0.0743801652892562
23111,75334,18,270,0.06666666666666667
24250,52717,18,143,0.1258741258741259
24382,53505,18,347,0.05187319884726225
24238,52299,17,100,0.17
24033,51008,17,49,0.3469387755102041
23711,69712,16,130,0.12307692307692308
23802,31935157,16,272,0.058823529411764705
23486,62356,15,133,0.11278195488721804
24603,54614,15,168,0.08928571428571429
23692,62770,15,144,0.10416666666666667
24474,54511,14,119,0.11764705882352941
23563,67201,14,106,0.1320754716981132
23450,68304,14,209,0.06698564593301436
23798,51855155,14,226,0.061946902654867256
23883,62415,13,95,0.1368421052631579
23482,68087,13,61,0.21311475409836064
23683,69512,13,90,0.14444444444444443
24003,50014,13,98,0.1326530612244898
24505,54810,13,77,0.16883116883116883
23680,69507,13,62,0.20967741935483872
24473,54508,12,178,0.06741573033707865
24381,53598,12,59,0.2033898305084746
24082,51903,12,32,0.375
22847,65305,12,147,0.08163265306122448
24362,53705,11,73,0.1506849315068493
24292,68909,11,190,0.05789473684210526
23388,62895,11,155,0.07096774193548387
23878,50416,10,84,0.11904761904761904
23346,73209,10,118,0.0847457627118644
22760,65513,9,56,0.16071428571428573
24406,53306,9,69,0.13043478260869565
23912,66838,9,166,0.05421686746987952
24595,54410,9,103,0.08737864077669903
23523,68414,9,105,0.08571428571428572
24029,51007,9,75,0.12
23189,68463,8,84,0.09523809523809523
24121,69332,8,19,0.42105263157894735
24216,79192,8,68,0.11764705882352941
23907,50816,8,70,0.11428571428571428
24058,61102,8,44,0.18181818181818182
23668,68625,8,18,0.4444444444444444
23380,62499,8,38,0.21052631578947367
23448,65305,8,36,0.2222222222222222
24437,53009,7,77,0.09090909090909091
23981,64022,7,187,0.0374331550802139
23547,64346,7,55,0.12727272727272726
24583,54308,7,67,0.1044776119402985
24284,52804,7,137,0.051094890510948905
24379,68518,7,86,0.08139534883720931
24188,64468,6,67,0.08955223880597014
24002,50013,6,33,0.18181818181818182
23429,68109,6,80,0.075
22924,66518,6,123,0.04878048780487805
23352,67554,6,17,0.35294117647058826
22735,73209,6,67,0.08955223880597014
22720,75125,6,54,0.1111111111111111
23762,67304,6,108,0.05555555555555555
24551,54709,5,32,0.15625
24438,53010,5,35,0.14285714285714285
23373,66864,5,35,0.14285714285714285
24127,62895,5,12,0.4166666666666667
23846,66838,5,46,0.10869565217391304
23845,66114,5,39,0.1282051282051282
24612,54008,5,38,0.13157894736842105
24213,52560,5,5,1.0
24366,53710,5,34,0.14705882352941177
23225,67119,4,6,0.6666666666666666
24189,65514,4,23,0.17391304347826086
23377,67405,4,31,0.12903225806451613
22743,65062,4,4,1.0
24096,51308,4,24,0.16666666666666666
23953,78513,4,28,0.14285714285714285
22435,65653,4,31,0.12903225806451613
23574,64213,3,17,0.17647058823529413
22621,63960,3,3,1.0
23637,68805,3,9,0.3333333333333333
23495,68669,3,29,0.10344827586206896
24359,64086,2,23,0.08695652173913043
23991,78288,2,31,0.06451612903225806
23455,68556,2,4,0.5
23849,60558,2,18,0.1111111111111111
23771,69969,2,4,0.5
23250,62025,2,19,0.10526315789473684
23960,62947,1,4,0.25
23614,76232,1,1,1.0
